ID;Nombre;Apellido;Edad;Email;Teléfono;Ciudad;Dirección;Fecha_Nacimiento;Género;Estado_Civil;Ingresos;Score_Crédito
201;Nombre_200;Apellido_40;16;user200@mail.com;3196448035;Cartagena;Calle 201 # 1-1;1987-02-06 00:00:00;M;???;6584779;0
203;Nombre_202;Apellido_42;43;user202@mail.com;3165431094;Cali;Calle 202 # 2-2;2020-08-15 00:00:00;X;Casado;16220423;
204;Nombre_203;Apellido_43;11;user203@mail.com;3141707300;Cali;Calle 203 # 3-3;1924-08-17 00:00:00;;???;22788818;1000
205;;Apellido_44;;user204@mail.com;3179250732;;Calle 204 # 4-4;2010-10-19 00:00:00;;???;4745244;850
206;Nombre_205;Apellido_45;123;user205@mail.com;3180629250;;Calle 205 # 5-5;1966-08-12 00:00:00;F;;3848498;850
207;Nombre_206;Apellido_46;19;user206@mail.com;3115325154;Cartagena;Calle 206 # 6-6;2022-10-11 00:00:00;M;;15413335;1000
208;Nombre_207;Apellido_47;148;email_mal_formado;3134096180;Bogotá;Calle 207 # 7-7;1961-12-02 00:00:00;M;Soltero;9078987;850
209;Nombre_208;Apellido_48;89;user208@mail.com;3154489789;;###;1980-08-11 00:00:00;X;Soltero;665352;1000
210;Nombre_209;Apellido_49;27;user209@mail.com;;Bogotá;Calle 209 # 9-9;1928-05-01 00:00:00;;Casado;15110549;
211;Nombre_210;Apellido_50;3;user210@mail.com;3170490072;;Calle 210 # 10-10;1945-05-29 00:00:00;X;Soltero;23109894;200
211;Nombre_210;Apellido_50;21;user210@mail.com;3170490072;;Calle 211 # 11-11;1964-01-11 00:00:00;M;Soltero;23109894;200
213;Nombre_212;Apellido_52;78;user212@mail.com;3126997010;;Calle 212 # 12-12;2029-02-01 00:00:00;;Soltero;3837590;-50
214;Nombre_213;Apellido_53;-7;user213@mail.com;3151782352;Bogotá;Calle 213 # 13-13;1965-06-11 00:00:00;X;Soltero;20974913;
215;Nombre_214;Apellido_54;61;user214@mail.com;3143339413;;Calle 214 # 14-14;1972-09-14 00:00:00;X;???;14253652;1000
216;Nombre_215;Apellido_55;14;user215@mail.com;3149237757;Medellín;Calle 215 # 15-15;1988-12-29 00:00:00;;???;21496960;0
217;;Apellido_56;-10;email_mal_formado;3183322809;Cali;Calle 216 # 16-16;2028-11-24 00:00:00;F;;14134553;0
218;Nombre_217;Apellido_57;48;user217@mail.com;3146720853;Cali;Calle 217 # 17-17;1956-03-24 00:00:00;F;???;910555;850
219;Nombre_218;Apellido_58;126;user218@mail.com;3183816931;Cali;Calle 218 # 18-18;1942-08-12 00:00:00;X;Casado;6832980;-50
220;Nombre_219;Apellido_59;121;user219@mail.com;3120885308;;Calle 219 # 19-19;1968-05-31 00:00:00;;Soltero;12170571;200
221;Nombre_220;Apellido_60;-1;user220@mail.com;;;Calle 220 # 20-20;1951-01-18 00:00:00;X;Soltero;19486696;-50
221;Nombre_220;Apellido_60;;user220@mail.com;;;###;1970-05-26 00:00:00;;???;19486696;-50
223;Nombre_222;Apellido_62;0;user222@mail.com;3120730282;Cali;Calle 222 # 22-22;1999-06-24 00:00:00;X;Casado;23520716;
224;Nombre_223;Apellido_63;79;user223@mail.com;3153877806;;Calle 223 # 23-23;1953-04-21 00:00:00;F;Soltero;11211913;200
225;Nombre_224;Apellido_64;81;user224@mail.com;3162737215;Medellín;Calle 224 # 24-24;1946-11-16 00:00:00;M;;18217493;200
226;Nombre_225;Apellido_65;2;email_mal_formado;3182728121;Medellín;Calle 225 # 25-25;1974-04-07 00:00:00;;Soltero;10236522;200
227;Nombre_226;Apellido_66;18;user226@mail.com;3122557786;;Calle 226 # 26-26;1947-08-01 00:00:00;;Casado;22631956;0
228;Nombre_227;Apellido_67;127;user227@mail.com;3153135075;;Calle 227 # 27-27;1941-12-22 00:00:00;F;;24561523;850
229;;Apellido_68;114;user228@mail.com;3193016203;;Calle 228 # 28-28;1954-10-30 00:00:00;M;;8198842;
230;Nombre_229;Apellido_69;104;user229@mail.com;3139476570;;Calle 229 # 29-29;1971-04-01 00:00:00;;Soltero;6458979;1000
231;Nombre_230;Apellido_70;112;user230@mail.com;3155775122;Medellín;Calle 230 # 30-30;1958-04-02 00:00:00;;???;12217676;850
231;Nombre_230;Apellido_70;60;user230@mail.com;3155775122;Medellín;Calle 231 # 31-31;2026-06-04 00:00:00;M;Soltero;12217676;200
233;Nombre_232;Apellido_72;45;user232@mail.com;3116134602;Bogotá;Calle 232 # 32-32;2029-05-05 00:00:00;F;Casado;19095431;
234;Nombre_233;Apellido_73;22;user233@mail.com;3196871277;Cartagena;Calle 233 # 33-33;1966-02-18 00:00:00;F;Soltero;2670466;200
235;Nombre_234;Apellido_74;4;email_mal_formado;3132004975;;###;1995-06-20 00:00:00;X;;24860522;200
236;Nombre_235;Apellido_75;110;user235@mail.com;3171693782;;Calle 235 # 35-35;1972-08-17 00:00:00;F;;-599205;200
237;Nombre_236;Apellido_76;51;user236@mail.com;3129062701;Cali;Calle 236 # 36-36;1959-10-27 00:00:00;X;;23438472;850
238;Nombre_237;Apellido_77;128;user237@mail.com;3182455319;Cartagena;Calle 237 # 37-37;1994-08-15 00:00:00;;???;12730769;0
239;Nombre_238;Apellido_78;;user238@mail.com;3185229625;;Calle 238 # 38-38;1961-07-15 00:00:00;X;Soltero;-1981337;200
240;Nombre_239;Apellido_79;143;user239@mail.com;3177512738;;Calle 239 # 39-39;1971-11-04 00:00:00;M;Casado;28600462;
241;;Apellido_0;147;user240@mail.com;3154818164;Cartagena;Calle 240 # 40-40;1967-11-29 00:00:00;M;Soltero;20293670;1000
241;;Apellido_0;38;user240@mail.com;3154818164;Cartagena;Calle 241 # 41-41;1980-05-04 00:00:00;F;;20293670;-50
243;Nombre_242;Apellido_2;145;user242@mail.com;;Bogotá;Calle 242 # 42-42;1956-05-14 00:00:00;M;???;7213388;1000
244;Nombre_243;Apellido_3;73;email_mal_formado;3125178682;;Calle 243 # 43-43;1950-01-23 00:00:00;X;Casado;42533;-50
245;Nombre_244;Apellido_4;40;user244@mail.com;3160817054;Bogotá;Calle 244 # 44-44;1997-07-08 00:00:00;X;;16174686;-50
246;Nombre_245;Apellido_5;140;user245@mail.com;3153128158;Cali;Calle 245 # 45-45;1941-08-18 00:00:00;M;;22435039;
247;Nombre_246;Apellido_6;65;user246@mail.com;3128204110;;Calle 246 # 46-46;1940-07-12 00:00:00;;Casado;4914581;0
248;Nombre_247;Apellido_7;-5;user247@mail.com;3156166863;Cali;###;1981-07-19 00:00:00;;Casado;12892894;
249;Nombre_248;Apellido_8;14;user248@mail.com;3126183940;Bogotá;Calle 248 # 48-48;1930-12-27 00:00:00;M;;11463715;200
250;Nombre_249;Apellido_9;-7;user249@mail.com;3194135227;Bogotá;Calle 249 # 49-49;1923-10-14 00:00:00;M;???;9023268;
251;Nombre_250;Apellido_10;108;user250@mail.com;3125583417;Bogotá;Calle 250 # 0-50;1964-09-19 00:00:00;;Soltero;28777115;200
251;Nombre_250;Apellido_10;34;user250@mail.com;3125583417;Bogotá;Calle 251 # 1-51;1950-12-14 00:00:00;;;28777115;
253;;Apellido_12;51;email_mal_formado;3138107168;Bogotá;Calle 252 # 2-52;1950-04-12 00:00:00;X;???;20303893;1000
254;Nombre_253;Apellido_13;8;user253@mail.com;;Medellín;Calle 253 # 3-53;1925-08-18 00:00:00;;;18565216;0
255;Nombre_254;Apellido_14;53;user254@mail.com;3171449508;;Calle 254 # 4-54;1954-07-29 00:00:00;F;???;5403457;-50
256;Nombre_255;Apellido_15;;user255@mail.com;3191686473;Cartagena;Calle 255 # 5-55;1961-07-07 00:00:00;;;28645271;
257;Nombre_256;Apellido_16;139;user256@mail.com;3146424381;Bogotá;Calle 256 # 6-56;1943-08-25 00:00:00;F;;6000556;1000
258;Nombre_257;Apellido_17;94;user257@mail.com;3195862853;;Calle 257 # 7-57;2003-01-26 00:00:00;F;;25009449;
259;Nombre_258;Apellido_18;54;user258@mail.com;3179627413;Medellín;Calle 258 # 8-58;2012-08-06 00:00:00;F;Casado;4785424;0
260;Nombre_259;Apellido_19;144;user259@mail.com;3169965670;Cali;Calle 259 # 9-59;1962-10-29 00:00:00;M;;17744279;1000
261;Nombre_260;Apellido_20;134;user260@mail.com;3135538741;;###;2002-10-31 00:00:00;;???;14483;1000
261;Nombre_260;Apellido_20;82;user260@mail.com;3135538741;;Calle 261 # 11-61;1999-07-28 00:00:00;F;???;14483;850
263;Nombre_262;Apellido_22;62;user262@mail.com;3125287358;Medellín;Calle 262 # 12-62;1961-10-08 00:00:00;M;Soltero;17048448;-50
264;Nombre_263;Apellido_23;54;user263@mail.com;3141574232;;Calle 263 # 13-63;1935-08-03 00:00:00;;???;-542776;850
265;;Apellido_24;-4;user264@mail.com;;;Calle 264 # 14-64;1975-08-30 00:00:00;F;???;22207343;200
266;Nombre_265;Apellido_25;77;user265@mail.com;3173315793;;Calle 265 # 15-65;1950-08-28 00:00:00;;Casado;17637099;0
267;Nombre_266;Apellido_26;96;user266@mail.com;3130078441;;Calle 266 # 16-66;2012-05-10 00:00:00;X;Soltero;8494967;
268;Nombre_267;Apellido_27;19;user267@mail.com;3116440540;;Calle 267 # 17-67;2010-10-17 00:00:00;F;Casado;10584661;200
269;Nombre_268;Apellido_28;-10;user268@mail.com;3121812719;Bogotá;Calle 268 # 18-68;2027-06-27 00:00:00;F;;23882001;-50
270;Nombre_269;Apellido_29;139;user269@mail.com;3177535463;Bogotá;Calle 269 # 19-69;1995-07-02 00:00:00;F;;19013910;850
271;Nombre_270;Apellido_30;88;email_mal_formado;3186135735;;Calle 270 # 20-70;1986-07-10 00:00:00;M;;18302980;850
271;Nombre_270;Apellido_30;54;email_mal_formado;3186135735;;Calle 271 # 21-71;2000-05-05 00:00:00;F;;18302980;
273;Nombre_272;Apellido_32;;user272@mail.com;3136403304;Bogotá;Calle 272 # 22-72;2021-02-28 00:00:00;F;Soltero;8676003;200
274;Nombre_273;Apellido_33;146;user273@mail.com;3138213838;Cartagena;###;1987-09-17 00:00:00;;Casado;-542873;
275;Nombre_274;Apellido_34;-14;user274@mail.com;3159414819;Medellín;Calle 274 # 24-74;1983-01-29 00:00:00;F;;391467;200
276;Nombre_275;Apellido_35;32;user275@mail.com;;Cartagena;Calle 275 # 25-75;2002-05-05 00:00:00;X;Soltero;7762224;1000
277;;Apellido_36;98;user276@mail.com;3140078310;Cartagena;Calle 276 # 26-76;1963-09-25 00:00:00;F;Casado;9396675;1000
278;Nombre_277;Apellido_37;-15;user277@mail.com;3159373589;Medellín;Calle 277 # 27-77;1982-06-13 00:00:00;F;Soltero;1041891;-50
279;Nombre_278;Apellido_38;-18;user278@mail.com;3139712641;;Calle 278 # 28-78;1976-12-02 00:00:00;X;;23257399;0
280;Nombre_279;Apellido_39;19;email_mal_formado;3153980024;Cartagena;Calle 279 # 29-79;1998-10-02 00:00:00;M;Soltero;28488416;-50
281;Nombre_280;Apellido_40;59;user280@mail.com;3112067116;;Calle 280 # 30-80;1925-12-29 00:00:00;X;;16564846;200
281;Nombre_280;Apellido_40;92;user280@mail.com;3112067116;;Calle 281 # 31-81;2018-07-21 00:00:00;;Soltero;16564846;850
283;Nombre_282;Apellido_42;21;user282@mail.com;3134909910;Medellín;Calle 282 # 32-82;1927-12-05 00:00:00;M;Casado;23555828;
284;Nombre_283;Apellido_43;9;user283@mail.com;3177606566;Medellín;Calle 283 # 33-83;2017-08-24 00:00:00;M;???;15321624;0
285;Nombre_284;Apellido_44;32;user284@mail.com;3185250225;;Calle 284 # 34-84;1956-11-07 00:00:00;;;14479328;
286;Nombre_285;Apellido_45;93;user285@mail.com;3145637026;Bogotá;Calle 285 # 35-85;2010-05-16 00:00:00;M;;16257086;
287;Nombre_286;Apellido_46;24;user286@mail.com;;Medellín;###;1969-07-12 00:00:00;X;;12796670;-50
288;Nombre_287;Apellido_47;138;user287@mail.com;3114112389;;Calle 287 # 37-87;2002-03-04 00:00:00;F;Soltero;24256988;1000
289;;Apellido_48;97;email_mal_formado;3184911504;Bogotá;Calle 288 # 38-88;1958-04-05 00:00:00;M;;29006991;
290;Nombre_289;Apellido_49;;user289@mail.com;3141885365;Medellín;Calle 289 # 39-89;2017-09-29 00:00:00;X;???;9911475;0
291;Nombre_290;Apellido_50;61;user290@mail.com;3117257363;Cali;Calle 290 # 40-90;2029-03-07 00:00:00;X;???;23061415;200
291;Nombre_290;Apellido_50;45;user290@mail.com;3117257363;Cali;Calle 291 # 41-91;1988-04-11 00:00:00;M;Casado;23061415;-50
293;Nombre_292;Apellido_52;102;user292@mail.com;3162676493;Medellín;Calle 292 # 42-92;1954-07-12 00:00:00;M;Casado;28527582;
294;Nombre_293;Apellido_53;132;user293@mail.com;3193013073;Bogotá;Calle 293 # 43-93;1932-10-28 00:00:00;M;;18454473;
295;Nombre_294;Apellido_54;118;user294@mail.com;3166602768;;Calle 294 # 44-94;2008-10-27 00:00:00;M;;13747733;200
296;Nombre_295;Apellido_55;89;user295@mail.com;3148952926;Medellín;Calle 295 # 45-95;1983-04-13 00:00:00;;Soltero;29709258;-50
297;Nombre_296;Apellido_56;81;user296@mail.com;3177290186;Medellín;Calle 296 # 46-96;1956-09-20 00:00:00;;Casado;5118458;850
298;Nombre_297;Apellido_57;50;email_mal_formado;;Cali;Calle 297 # 47-97;1972-10-06 00:00:00;M;???;18466028;1000
299;Nombre_298;Apellido_58;106;user298@mail.com;3160747903;;Calle 298 # 48-98;2018-05-14 00:00:00;;;15215010;0
300;Nombre_299;Apellido_59;4;user299@mail.com;3132180850;;###;1939-05-17 00:00:00;M;;4632400;-50
301;;Apellido_60;56;user300@mail.com;3189629887;Cali;Calle 300 # 0-0;2010-06-07 00:00:00;M;;20679411;850
301;;Apellido_60;39;user300@mail.com;3189629887;Cali;Calle 301 # 1-1;1999-11-11 00:00:00;F;;20679411;200
303;Nombre_302;Apellido_62;98;user302@mail.com;3121018998;Bogotá;Calle 302 # 2-2;1950-12-28 00:00:00;M;Soltero;29480759;850
304;Nombre_303;Apellido_63;124;user303@mail.com;3155737553;;Calle 303 # 3-3;1983-03-02 00:00:00;M;Soltero;17469614;0
305;Nombre_304;Apellido_64;115;user304@mail.com;3146806855;Cartagena;Calle 304 # 4-4;2012-11-28 00:00:00;F;???;22497544;
306;Nombre_305;Apellido_65;-19;user305@mail.com;3166570975;Bogotá;Calle 305 # 5-5;1968-09-25 00:00:00;;???;29556315;
307;Nombre_306;Apellido_66;;email_mal_formado;3157784309;Bogotá;Calle 306 # 6-6;1928-09-23 00:00:00;F;Casado;10045276;1000
308;Nombre_307;Apellido_67;7;user307@mail.com;3195041910;Bogotá;Calle 307 # 7-7;1944-07-14 00:00:00;M;Casado;20934218;0
309;Nombre_308;Apellido_68;-4;user308@mail.com;;Cartagena;Calle 308 # 8-8;1969-09-29 00:00:00;M;???;14113983;
310;Nombre_309;Apellido_69;149;user309@mail.com;3116389723;Cartagena;Calle 309 # 9-9;1927-10-23 00:00:00;M;???;14153420;0
311;Nombre_310;Apellido_70;94;user310@mail.com;3111014246;Cali;Calle 310 # 10-10;1930-01-21 00:00:00;X;Soltero;18190587;200
311;Nombre_310;Apellido_70;62;user310@mail.com;3111014246;Cali;Calle 311 # 11-11;1940-04-13 00:00:00;F;Soltero;18190587;0
313;;Apellido_72;42;user312@mail.com;3160478962;;###;1950-06-21 00:00:00;F;Casado;5620450;0
314;Nombre_313;Apellido_73;13;user313@mail.com;3144477044;Medellín;Calle 313 # 13-13;2024-08-31 00:00:00;X;???;20717055;0
315;Nombre_314;Apellido_74;85;user314@mail.com;3185261071;Cali;Calle 314 # 14-14;2029-12-19 00:00:00;;;9088008;0
316;Nombre_315;Apellido_75;-5;email_mal_formado;3198345305;Cartagena;Calle 315 # 15-15;2011-08-03 00:00:00;F;;10608353;-50
317;Nombre_316;Apellido_76;12;user316@mail.com;3145328339;Cartagena;Calle 316 # 16-16;1980-09-24 00:00:00;X;Soltero;11370795;1000
318;Nombre_317;Apellido_77;54;user317@mail.com;3114815358;;Calle 317 # 17-17;1979-02-27 00:00:00;F;Soltero;5600168;0
319;Nombre_318;Apellido_78;121;user318@mail.com;3181617813;;Calle 318 # 18-18;2008-10-05 00:00:00;M;;6771149;-50
320;Nombre_319;Apellido_79;65;user319@mail.com;;Bogotá;Calle 319 # 19-19;1989-05-31 00:00:00;F;Casado;24873224;
321;Nombre_320;Apellido_0;91;user320@mail.com;3125265761;Bogotá;Calle 320 # 20-20;2015-01-20 00:00:00;;Soltero;1991925;200
321;Nombre_320;Apellido_0;149;user320@mail.com;3125265761;Bogotá;Calle 321 # 21-21;1944-04-21 00:00:00;;Casado;1991925;
323;Nombre_322;Apellido_2;28;user322@mail.com;3169440085;Bogotá;Calle 322 # 22-22;1940-05-02 00:00:00;;Casado;29759263;0
324;Nombre_323;Apellido_3;;user323@mail.com;3111299660;;Calle 323 # 23-23;2019-04-19 00:00:00;F;Casado;25604168;
325;;Apellido_4;51;email_mal_formado;3118904443;;Calle 324 # 24-24;1976-04-29 00:00:00;F;Casado;15708900;
326;Nombre_325;Apellido_5;7;user325@mail.com;3189872299;;###;2027-04-14 00:00:00;;Casado;26567332;
327;Nombre_326;Apellido_6;28;user326@mail.com;3180181212;Cartagena;Calle 326 # 26-26;2002-07-22 00:00:00;;???;22795226;-50
328;Nombre_327;Apellido_7;79;user327@mail.com;3157066327;Bogotá;Calle 327 # 27-27;2009-05-18 00:00:00;;???;14876469;200
329;Nombre_328;Apellido_8;99;user328@mail.com;3176486943;;Calle 328 # 28-28;1980-02-11 00:00:00;;???;23053264;0
330;Nombre_329;Apellido_9;108;user329@mail.com;3131006394;Cali;Calle 329 # 29-29;2021-01-24 00:00:00;M;Casado;12500318;1000
331;Nombre_330;Apellido_10;40;user330@mail.com;;;Calle 330 # 30-30;1957-09-07 00:00:00;M;???;7162575;-50
331;Nombre_330;Apellido_10;51;user330@mail.com;;;Calle 331 # 31-31;2005-12-21 00:00:00;X;???;7162575;850
333;Nombre_332;Apellido_12;111;user332@mail.com;3180922250;;Calle 332 # 32-32;1962-06-21 00:00:00;M;Casado;10208645;-50
334;Nombre_333;Apellido_13;70;email_mal_formado;3190167965;Medellín;Calle 333 # 33-33;2001-11-15 00:00:00;X;;1825429;1000
335;Nombre_334;Apellido_14;33;user334@mail.com;3196753873;;Calle 334 # 34-34;1943-05-21 00:00:00;;Soltero;1383210;
336;Nombre_335;Apellido_15;73;user335@mail.com;3183273323;Bogotá;Calle 335 # 35-35;1957-02-12 00:00:00;F;Soltero;29366690;1000
337;;Apellido_16;42;user336@mail.com;3126539247;Medellín;Calle 336 # 36-36;1984-04-23 00:00:00;F;???;5846209;200
338;Nombre_337;Apellido_17;80;user337@mail.com;3190864486;Medellín;Calle 337 # 37-37;1981-05-27 00:00:00;X;???;13558053;-50
339;Nombre_338;Apellido_18;-18;user338@mail.com;3130290648;Medellín;###;1987-07-21 00:00:00;;Soltero;12881527;200
340;Nombre_339;Apellido_19;63;user339@mail.com;3114366624;Cali;Calle 339 # 39-39;1945-02-18 00:00:00;;;7995973;850
341;Nombre_340;Apellido_20;;user340@mail.com;3136037898;Bogotá;Calle 340 # 40-40;1939-07-10 00:00:00;;Casado;9346462;0
341;Nombre_340;Apellido_20;7;user340@mail.com;3136037898;Bogotá;Calle 341 # 41-41;1941-09-02 00:00:00;X;???;9346462;-50
343;Nombre_342;Apellido_22;65;email_mal_formado;3116657034;Cartagena;Calle 342 # 42-42;1931-10-01 00:00:00;M;Soltero;11551343;
344;Nombre_343;Apellido_23;9;user343@mail.com;3153993404;;Calle 343 # 43-43;2007-05-31 00:00:00;X;Soltero;14067654;200
345;Nombre_344;Apellido_24;72;user344@mail.com;3164791284;Cali;Calle 344 # 44-44;1932-05-31 00:00:00;;Soltero;6110979;200
346;Nombre_345;Apellido_25;50;user345@mail.com;3160667147;Cartagena;Calle 345 # 45-45;2013-03-24 00:00:00;X;Casado;8594280;200
347;Nombre_346;Apellido_26;33;user346@mail.com;3161371794;Medellín;Calle 346 # 46-46;1930-05-20 00:00:00;F;Casado;26683468;200
348;Nombre_347;Apellido_27;138;user347@mail.com;3134683778;Cartagena;Calle 347 # 47-47;1973-11-01 00:00:00;X;Soltero;16788304;200
349;;Apellido_28;28;user348@mail.com;3133045051;Cali;Calle 348 # 48-48;1937-03-18 00:00:00;;;26709624;1000
350;Nombre_349;Apellido_29;60;user349@mail.com;3161247104;;Calle 349 # 49-49;1970-07-28 00:00:00;F;Casado;16012914;
351;Nombre_350;Apellido_30;128;user350@mail.com;3184320407;;Calle 350 # 0-50;1990-03-01 00:00:00;;???;26923393;-50
351;Nombre_350;Apellido_30;136;user350@mail.com;3184320407;;###;1938-08-31 00:00:00;X;;26923393;0
353;Nombre_352;Apellido_32;116;user352@mail.com;;;Calle 352 # 2-52;1986-01-26 00:00:00;F;???;-918120;200
354;Nombre_353;Apellido_33;-17;user353@mail.com;3165413263;;Calle 353 # 3-53;1993-12-17 00:00:00;X;;29847311;200
355;Nombre_354;Apellido_34;38;user354@mail.com;3131899088;;Calle 354 # 4-54;1932-12-07 00:00:00;;Casado;4720767;-50
356;Nombre_355;Apellido_35;132;user355@mail.com;3186391196;Bogotá;Calle 355 # 5-55;1995-04-01 00:00:00;M;;-346634;-50
357;Nombre_356;Apellido_36;50;user356@mail.com;3148137220;Cali;Calle 356 # 6-56;1990-02-17 00:00:00;;???;3851018;0
358;Nombre_357;Apellido_37;;user357@mail.com;3167040054;Bogotá;Calle 357 # 7-57;1993-06-26 00:00:00;;???;13892549;850
359;Nombre_358;Apellido_38;-2;user358@mail.com;3183345322;Cali;Calle 358 # 8-58;1932-09-10 00:00:00;;Casado;13153349;1000
360;Nombre_359;Apellido_39;147;user359@mail.com;3134677009;;Calle 359 # 9-59;1975-03-18 00:00:00;;???;19534936;1000
361;;Apellido_40;95;email_mal_formado;3191577282;Medellín;Calle 360 # 10-60;2018-10-20 00:00:00;F;???;6486405;0
361;;Apellido_40;17;email_mal_formado;3191577282;Medellín;Calle 361 # 11-61;2004-01-16 00:00:00;M;Casado;6486405;
363;Nombre_362;Apellido_42;118;user362@mail.com;3113566791;Cartagena;Calle 362 # 12-62;2029-04-23 00:00:00;M;???;2005271;-50
364;Nombre_363;Apellido_43;47;user363@mail.com;;;Calle 363 # 13-63;2017-08-29 00:00:00;F;;8218149;-50
365;Nombre_364;Apellido_44;119;user364@mail.com;3127945714;Cartagena;###;1999-08-12 00:00:00;M;;26980619;1000
366;Nombre_365;Apellido_45;77;user365@mail.com;3120660730;;Calle 365 # 15-65;1961-12-22 00:00:00;F;Casado;11112813;1000
367;Nombre_366;Apellido_46;82;user366@mail.com;3174707035;Cali;Calle 366 # 16-66;1998-11-11 00:00:00;F;???;2507572;850
368;Nombre_367;Apellido_47;28;user367@mail.com;3159595910;Cali;Calle 367 # 17-67;1967-12-11 00:00:00;F;Soltero;23665101;
369;Nombre_368;Apellido_48;-15;user368@mail.com;3186356301;;Calle 368 # 18-68;2006-05-12 00:00:00;F;Casado;26930583;1000
370;Nombre_369;Apellido_49;-14;email_mal_formado;3187811008;Cali;Calle 369 # 19-69;2000-09-04 00:00:00;F;Casado;22920488;200
371;Nombre_370;Apellido_50;56;user370@mail.com;3135959088;;Calle 370 # 20-70;2001-12-27 00:00:00;F;Casado;1315249;200
371;Nombre_370;Apellido_50;97;user370@mail.com;3135959088;;Calle 371 # 21-71;1989-11-17 00:00:00;;Soltero;1315249;850
373;;Apellido_52;10;user372@mail.com;3110990859;Cali;Calle 372 # 22-72;1925-12-30 00:00:00;F;Casado;7870646;1000
374;Nombre_373;Apellido_53;43;user373@mail.com;3132404964;;Calle 373 # 23-73;2007-09-30 00:00:00;X;???;6662211;-50
375;Nombre_374;Apellido_54;;user374@mail.com;;;Calle 374 # 24-74;1931-06-29 00:00:00;F;???;4175225;1000
376;Nombre_375;Apellido_55;101;user375@mail.com;3159158959;Bogotá;Calle 375 # 25-75;1988-03-17 00:00:00;M;Casado;21196779;
377;Nombre_376;Apellido_56;25;user376@mail.com;3152289440;Cartagena;Calle 376 # 26-76;1981-08-28 00:00:00;M;???;23398357;-50
378;Nombre_377;Apellido_57;-16;user377@mail.com;3172088092;Cartagena;###;1934-05-08 00:00:00;X;Casado;1922969;
379;Nombre_378;Apellido_58;149;email_mal_formado;3146711260;;Calle 378 # 28-78;2010-09-15 00:00:00;;???;27152161;1000
380;Nombre_379;Apellido_59;93;user379@mail.com;3134966945;;Calle 379 # 29-79;1925-08-29 00:00:00;F;Soltero;12869163;
381;Nombre_380;Apellido_60;107;user380@mail.com;3164062604;Cali;Calle 380 # 30-80;1987-04-14 00:00:00;F;Soltero;20836653;
381;Nombre_380;Apellido_60;68;user380@mail.com;3164062604;Cali;Calle 381 # 31-81;1965-08-09 00:00:00;;;20836653;1000
383;Nombre_382;Apellido_62;-14;user382@mail.com;3131417410;Cartagena;Calle 382 # 32-82;1948-07-03 00:00:00;X;Casado;22681191;-50
384;Nombre_383;Apellido_63;63;user383@mail.com;3153459019;;Calle 383 # 33-83;1968-01-23 00:00:00;X;Soltero;28564131;-50
385;;Apellido_64;132;user384@mail.com;3185046103;;Calle 384 # 34-84;2011-09-18 00:00:00;X;Casado;11986353;850
386;Nombre_385;Apellido_65;31;user385@mail.com;;;Calle 385 # 35-85;1937-04-25 00:00:00;M;Casado;16752034;0
387;Nombre_386;Apellido_66;134;user386@mail.com;3111533129;Bogotá;Calle 386 # 36-86;1925-10-14 00:00:00;F;Soltero;-1816363;0
388;Nombre_387;Apellido_67;105;email_mal_formado;3172438274;Cali;Calle 387 # 37-87;1972-12-08 00:00:00;X;???;28336058;
389;Nombre_388;Apellido_68;52;user388@mail.com;3142075834;Bogotá;Calle 388 # 38-88;2031-05-07 00:00:00;X;;5628088;
390;Nombre_389;Apellido_69;90;user389@mail.com;3138304942;Medellín;Calle 389 # 39-89;2000-08-16 00:00:00;X;Soltero;20159520;0
391;Nombre_390;Apellido_70;97;user390@mail.com;3141784776;Medellín;###;1939-08-29 00:00:00;;Casado;6491918;200
391;Nombre_390;Apellido_70;;user390@mail.com;3141784776;Medellín;Calle 391 # 41-91;1988-05-16 00:00:00;;???;6491918;-50
393;Nombre_392;Apellido_72;-7;user392@mail.com;3145862220;Cali;Calle 392 # 42-92;1983-12-02 00:00:00;F;;18832448;850
394;Nombre_393;Apellido_73;148;user393@mail.com;3192959423;Bogotá;Calle 393 # 43-93;1936-07-24 00:00:00;X;Soltero;29769772;1000
395;Nombre_394;Apellido_74;82;user394@mail.com;3139417057;;Calle 394 # 44-94;1925-11-25 00:00:00;M;Casado;9031120;0
396;Nombre_395;Apellido_75;-1;user395@mail.com;3198789342;;Calle 395 # 45-95;1940-01-05 00:00:00;;Casado;1153137;850
397;;Apellido_76;131;email_mal_formado;;Cartagena;Calle 396 # 46-96;1949-10-04 00:00:00;X;???;4573000;1000
398;Nombre_397;Apellido_77;69;user397@mail.com;3163829879;;Calle 397 # 47-97;1952-08-28 00:00:00;M;Casado;15989070;1000
399;Nombre_398;Apellido_78;98;user398@mail.com;3172817662;Cartagena;Calle 398 # 48-98;2011-07-16 00:00:00;X;Casado;8149290;-50
400;Nombre_399;Apellido_79;137;user399@mail.com;3122312974;Bogotá;Calle 399 # 49-99;1989-01-17 00:00:00;F;Casado;1460014;
401;Nombre_400;Apellido_0;100;user400@mail.com;3145321262;;Calle 400 # 0-0;1962-07-24 00:00:00;X;???;-861975;-50
401;Nombre_400;Apellido_0;12;user400@mail.com;3145321262;;Calle 401 # 1-1;1959-01-07 00:00:00;M;Casado;-861975;850
403;Nombre_402;Apellido_2;143;user402@mail.com;3134673052;Cartagena;Calle 402 # 2-2;2002-01-19 00:00:00;M;;16200564;200
